"id","Protein.Name","Accession.Number","Molecular.Weight","Protein.Group.Score","Identified.Peptide.Count","Quantitative.Value","UniprotID","Gene_name","Description","Q11.1D","Q11.2D","Q11.3D","Q11.3D.R2","Q12.1D","Q12.2D","Q12.3D","Q12.3D.R2","Q13.1D","Q13.2D","Q13.3D","Q13.3D.R2","Q14.1D","Q14.2D","Q14.3D","Q15.1D","Q15.2D","Q15.3D","R71.1D","R71.2D","R71.3D","R72.1D","R72.2D","R72.3D","R73.1D","R73.2D","R73.3D","R74.1D","R74.2D","R74.3D","R75.1D","R75.2D","R75.3D","logFC_Fish.Oil.Diet_vs_Control.Diet","CI.L_Fish.Oil.Diet_vs_Control.Diet","CI.R_Fish.Oil.Diet_vs_Control.Diet","AveExpr_Fish.Oil.Diet_vs_Control.Diet","t_Fish.Oil.Diet_vs_Control.Diet","B_Fish.Oil.Diet_vs_Control.Diet","P.Value_Fish.Oil.Diet_vs_Control.Diet","adj.P.Val_Fish.Oil.Diet_vs_Control.Diet","sig.PVal_Fish.Oil.Diet_vs_Control.Diet","sig.FDR_Fish.Oil.Diet_vs_Control.Diet"
"28","sp|P21614|VTDB_MOUSE Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2","VTDB_MOUSE","54 kDa",0.999963722,13,NA,"P21614","Gc","Vitamin D-binding protein",26.1879595276388,26.1799560266149,26.5568471758037,26.31083575836,25.9528942521994,25.9547727745634,25.9588888506083,25.8015263079237,26.5461952737482,26.4240328433097,26.6691314190351,26.5791486165952,26.5258337012105,26.2941075122439,26.4829963154274,26.5588144504996,26.6282776346575,26.7289824529599,26.4015198355963,26.055996624108,26.4983510513888,26.8672879216648,26.823698883658,27.1390677740507,27.3540071307321,27.400407667032,27.6253246516206,27.3017065953368,27.4584047418015,27.5551458235643,26.8798838853167,27.1555183006502,27.2347827764908,0.697784639011935,0.436295504326375,0.959273773697496,26.6694637744367,5.43119691691088,3.23209647520972,5.32358679484275e-06,4.83810246449546e-05,0,0
"29","sp|Q8BGK2|ARHL1_MOUSE [Protein ADP-ribosylarginine] hydrolase-like protein 1 OS=Mus musculus OX=10090 GN=Adprhl1 PE=1 SV=1","ARHL1_MOUSE","40 kDa",0.999963171,13,NA,"Q8BGK2","Adprhl1","[Protein ADP-ribosylarginine] hydrolase-like protein 1",27.541374213907,27.4112135992024,27.1897606033809,27.425173823604,27.4214915648901,27.3287552621545,27.2418316585747,27.3307838683008,27.3775703709651,27.3635077170359,27.1563756216872,27.35079862366,27.7703588660315,27.7738343154344,27.5649049313466,27.3664834542015,27.4282702808254,27.1605794264992,27.2372580332931,27.2148441505686,27.0044147184243,27.4252648047493,27.3790817166846,27.1116829282433,27.2455372661712,27.2133823050008,27.049878113113,27.072958690904,27.091501440037,26.9228082708965,27.2217154255415,27.0561305555266,26.9242297798487,-0.255457909049913,-0.377490746297315,-0.13342507180251,27.2840532242637,-4.26019993812576,-0.142709592465128,0.000161751046676069,0.000944364696755233,0,0
"30","sp|P62631|EF1A2_MOUSE Elongation factor 1-alpha 2 OS=Mus musculus OX=10090 GN=Eef1a2 PE=1 SV=1","EF1A2_MOUSE","50 kDa",0.999962253,12,NA,"P62631","Eef1a2","Elongation factor 1-alpha 2",27.7648569840073,28.0282965102236,28.4498258466277,27.874271683174,28.0221329231719,28.0047194939653,29.0491242596458,28.4995900393999,28.1329062662985,28.1168857829087,28.9958632973715,28.6996001920452,27.8760321046631,28.1100454518014,28.8277194620056,28.0016595817304,28.1146066284789,28.6470992421876,28.0627315296475,28.2118129350662,28.7403885829725,28.0242423486551,28.272765927635,28.7476262229533,28.170144812985,28.3515700936346,28.6415960101344,28.2659814504196,28.2482596711437,28.4958878453882,28.2772929504456,28.2530530127754,28.6211507338771,0.0692316224207197,-0.168766998677512,0.307230243518951,28.3212042387103,0.592015743858794,-7.37958023926665,0.557909271062443,0.678316278237468,0,0
"31","sp|P07310|KCRM_MOUSE Creatine kinase M-type OS=Mus musculus OX=10090 GN=Ckm PE=1 SV=1","KCRM_MOUSE","43 kDa",0.999960783,24,NA,"P07310","Ckm","Creatine kinase M-type",32.8367103728795,32.7274336174374,32.6648647365114,32.8863219895335,32.6070591102023,32.5894624155914,32.8215534284444,32.8315362286636,32.5850824605994,32.5428622824566,32.8495401760189,32.6325063968,32.5652188168696,32.4742675277811,32.7663535954872,32.58975708082,32.4412461176778,32.647792016267,32.3298276688061,32.3493205051559,32.3769153279428,32.4796278275871,32.4482645035684,32.5035564919322,32.2218715519367,32.3119556600274,32.4241818021373,32.3433722507942,32.1990811300715,32.3522731873814,32.2109846480109,32.2678939101946,32.4449371018495,-0.3190384493981,-0.412862619014215,-0.225214279781985,32.5249585435587,-6.9201519997395,7.58110378784121,6.88654801358277e-08,1.09956484857758e-06,0,0
"32","sp|P52480|KPYM_MOUSE Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=4","KPYM_MOUSE","58 kDa",0.99996065,30,NA,"P52480","Pkm","Pyruvate kinase PKM",31.2870176985319,31.3617179983872,31.3915289907246,31.3420023457177,31.0178418099763,31.0856932821415,31.3450545353384,31.2108882591694,31.3336127019599,31.1789461387619,31.4220260019232,31.2961395627574,31.1224882735364,31.1439608344452,31.2624896763837,31.067721214561,31.0922484702081,31.1633729201752,31.2044139370455,31.3001997111698,31.2695118651577,31.0303935420775,31.0181616549982,31.1250511345594,30.8381926218086,30.8148679595262,30.8982203186788,30.8537358404143,30.9243487553882,30.9550893435368,30.9542496668584,30.8784846018252,30.9435438372521,-0.228588498130186,-0.334758386248825,-0.122418610011548,31.1252489546968,-4.38167691851767,0.200350997012812,0.000113998680652726,0.000690683830369767,0,0
"33","sp|Q99LC5|ETFA_MOUSE Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2","ETFA_MOUSE","35 kDa",0.999960529,17,NA,"Q99LC5","Etfa","Electron transfer flavoprotein subunit alpha, mitochondrial",30.4556326897271,30.4883979732014,30.5676051667612,30.3230757617355,30.4363260042685,30.4866679348742,30.5273685000564,30.3885676685236,30.5198259383915,30.3951582569796,30.6857763829342,30.6311617812365,30.3144360399864,30.1917976692933,30.3189685914017,30.5134882444482,30.490387612745,30.5659604510302,30.7110335279234,30.5335343961871,30.6363892600225,30.5754759611224,30.4545488352564,30.3621090208387,30.3565217598059,30.3626525728368,30.47421964887,30.4885751427692,30.5619062450831,30.5149313066536,30.4926821691551,30.5317143838314,30.4801101038065,0.0412823629666406,-0.0483391629680617,0.130903888901343,30.4799093030835,0.93743151803303,-7.11310580114584,0.355398970168819,0.499806824227683,0,0
"34","sp|P56480|ATPB_MOUSE ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2","ATPB_MOUSE","56 kDa",0.999960326,25,NA,"P56480","Atp5f1b","ATP synthase subunit beta, mitochondrial",32.708091665335,32.8042339323343,32.5148676407894,32.5752718277366,32.8531872074616,32.9162517445644,33.1346569579101,32.9908029614806,32.9783150905282,33.0696304475667,33.1432615173654,33.0069779218066,32.7587636743061,32.8235087919789,32.9189991555587,33.0290624499516,33.0330640722783,33.0951157624385,33.0806942813366,33.1735043808158,33.0876646932715,33.0567619746987,33.0163475122438,33.1197934555137,33.0127814580037,32.9623189844667,32.9556232514038,33.0139603889104,33.0673040638103,32.9748434390169,33.1790135022148,33.0650166078966,33.0013298898354,0.14257147992975,0.0340964218711873,0.251046537988312,32.9733642637827,2.67479254301617,-4.2342933675083,0.0115769158159847,0.0334201570462285,0,0
"35","sp|P50544|ACADV_MOUSE Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadvl PE=1 SV=3","ACADV_MOUSE","71 kDa",0.999960242,41,NA,"P50544","Acadvl","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",30.6922058166687,30.7616345606961,30.7969457996383,30.8422094913625,30.4616833872686,30.5718913696455,30.6396754242402,30.5406961645725,30.6942392292001,30.766873530193,30.892186782409,30.7515502907039,30.3911212520435,30.4328223184347,30.4910430982486,30.6917193894573,30.7182898245744,30.7110943533492,31.3027688352057,31.258771354883,31.3605549930994,31.1814800307044,31.199088354341,31.2255983534546,31.1405220639643,31.2051924942678,31.2514248972336,31.2846270736552,31.3374321908754,31.3095172415616,31.3091171580643,31.3876041111672,31.3639299239776,0.616292933835549,0.523262922822914,0.709322944848184,30.9383488230049,13.4819109193785,23.908932907665,6.44207685062832e-15,9.79873794648202e-13,0,0
"36","sp|P34914|HYES_MOUSE Bifunctional epoxide hydrolase 2 OS=Mus musculus OX=10090 GN=Ephx2 PE=1 SV=2","HYES_MOUSE","63 kDa",0.999959917,22,NA,"P34914","Ephx2","Bifunctional epoxide hydrolase 2",28.561909827231,28.5220507889174,28.4258117987176,28.5515663295463,28.1894685262635,28.2418629675597,28.407909987379,28.3738349640925,28.4721524307566,28.5282493234522,28.5544033483415,28.4804225849537,28.2455931592561,28.2630047457903,28.2962781154255,28.2910438387975,28.2482026769167,28.2851574148971,29.1009859068886,29.1247113782945,29.1683524666528,29.0226811589626,28.9641900433848,28.9621181097921,28.9686167992506,28.8922873922162,28.9796191051132,28.8687164059895,28.8722996535009,28.8947691009235,28.9503392514282,28.8284317780316,28.9247055083732,0.582692557903787,0.49077359750936,0.674611518298214,28.6503559662757,12.9009503796258,22.6787124882095,2.18298740662247e-14,2.86765163869952e-12,0,0
"37","sp|P62960|YBOX1_MOUSE Nuclease-sensitive element-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3","YBOX1_MOUSE","36 kDa",0.999959806,8,NA,"P62960","Ybx1","Nuclease-sensitive element-binding protein 1",23.399564256254,23.4124258936979,24.2462805598657,23.6129063669027,23.1907729785194,23.0555449490073,23.8974343508704,23.3973739428657,23.0351028742742,23.1121802455075,23.7940153998835,23.2944719032798,23.351170277084,23.2930910368836,23.7773054909283,23.1802404891238,23.1671305355626,23.4652605799458,23.2702464778253,23.3563783655862,23.6505846458018,23.0705390074004,23.2656777600011,23.4680600038176,23.2784191173959,23.0538841227042,23.1060189407832,23.1911607073153,23.2560250250958,23.479818294387,23.3163903993211,23.3080947679743,23.5756285635722,-0.116997816204389,-0.307888466831672,0.0738928344228939,23.373612070589,-1.2473273199253,-6.77766650319948,0.221123971108535,0.348255191555131,0,0
"38","sp|Q9DB26|PHYD1_MOUSE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phyhd1 PE=1 SV=2","PHYD1_MOUSE","33 kDa",0.999958927,6,NA,"Q9DB26","Phyhd1","Phytanoyl-CoA dioxygenase domain-containing protein 1",22.6351685608716,22.5496887521671,22.4535956494611,22.6903890771308,22.3918473215868,22.2063953368976,22.7191904262609,22.2421175040413,22.3001468809784,22.6397672812147,22.2126499653448,22.7806430566944,22.0318108380925,22.2009982461128,21.9459151487076,22.3073908873374,22.4824378106234,22.0728179031271,22.3309500953989,22.4568667064544,21.9743776373604,22.0326264864191,21.8136696512784,22.0347383525603,21.9216689937886,21.9724984110196,22.0888268444351,21.8497234839882,22.0776530113796,22.0232226859531,22.5911865760349,22.4077956115704,22.0736469715415,-0.271312712423963,-0.44441979026175,-0.0982056345861769,22.2579521868434,-3.18964724345552,-3.00761255188756,0.00313277210691736,0.0114170383215526,0,0
"39","sp|P06745|G6PI_MOUSE Glucose-6-phosphate isomerase OS=Mus musculus OX=10090 GN=Gpi PE=1 SV=4","G6PI_MOUSE","63 kDa",0.999957197,24,NA,"P06745","Gpi","Glucose-6-phosphate isomerase",30.0395742710526,30.0061461188813,30.3449899567728,30.2156096363692,30.1423224016774,30.1593684254944,30.3944629981784,30.3064738479464,29.9802014507879,29.9619099547644,30.1664372907942,30.1170053849117,29.8905205560021,29.9047770005108,30.1168319804535,30.0906889478267,29.9886844564875,30.1886598693051,29.8267289025343,29.7229515689477,30.0407946662663,30.03619659261,30.0336472222887,30.1973832984308,30.1016876346965,30.1411083728445,30.2800858683439,30.1105711242317,30.0477176620653,30.198936052147,29.9654094953243,29.9691184402983,30.1473712351516,-0.0572785991555307,-0.166741307152883,0.0521841088418214,30.0858900813454,-1.06491154993253,-6.9858506411297,0.294704792556988,0.435650562910329,0,0
"40","sp|P17182|ENOA_MOUSE Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3","ENOA_MOUSE","47 kDa",0.999956945,19,NA,"P17182","Eno1","Alpha-enolase",27.4540090572552,27.5014072485932,27.8057476346766,27.5146422386303,27.614266698546,27.6783994108133,27.9539426788738,27.6650435742957,27.4577594607835,27.5275452136057,27.741646307734,27.626953268861,27.4655149684527,27.4609778802825,27.693606547552,27.624536249842,27.6357610292185,27.9127572705973,27.4982697531568,27.4219864116532,27.6375345609323,27.6644831245734,27.6253995407067,27.8831418686359,27.4954733321838,27.7572615793699,27.8456139143954,27.6567522419578,27.6091745944857,27.897454734641,27.5000465003478,27.5883449685566,27.7585507141295,0.0262704816142936,-0.0864530215049964,0.138993984733584,27.6416365023739,0.474286644114834,-7.44353272735925,0.638442752450763,0.744866706167731,0,0
"41","sp|Q9D6J6|NDUV2_MOUSE NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv2 PE=1 SV=2","NDUV2_MOUSE","27 kDa",0.999956685,12,NA,"Q9D6J6","Ndufv2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",27.4889400725324,27.4098256829476,26.7294486297294,26.9499332003971,27.5708994043214,27.601463344721,27.9579825037567,27.9259884783826,27.6478701871155,27.6565383027358,27.9614421739579,27.9102168605368,27.4535710027005,27.4882197106643,27.8670343877896,27.7204169929301,27.8113240842874,28.0342616313666,27.5647410930503,27.5156175250215,27.5140288594115,27.5320621450186,27.4385705054228,27.7584221540049,27.5279960231245,27.6507715233463,27.7870273412158,27.1089034409495,27.6159475668244,27.7155783124052,26.9458611179026,27.4632800004119,27.671997335875,-0.100689484338371,-0.312141680254763,0.110762711578021,27.5756418665108,-0.969079160432254,-7.08293876978276,0.339608683268709,0.485875789428995,0,0
"42","sp|Q9WTX5|SKP1_MOUSE S-phase kinase-associated protein 1 OS=Mus musculus OX=10090 GN=Skp1 PE=1 SV=3","SKP1_MOUSE","19 kDa",0.999956208,6,NA,"Q9WTX5","Skp1","S-phase kinase-associated protein 1",24.3339720058968,23.9100676998078,23.4576342572956,24.4552778534222,23.7547097916663,23.6167751630296,23.3616527060575,23.3865455776556,23.8227916748788,23.875460054094,23.0996068380353,23.2494682280555,23.9054818858149,23.7468123542456,23.4656449178208,23.7347455193986,23.8574251516205,23.4053007640731,23.8384873369209,23.6930444070579,23.1886372909957,23.9079927086655,23.5695525843561,23.4034035091255,23.2911293415682,23.0615982885741,23.0118061461122,23.1540565907167,23.0456133802039,23.0509547906192,23.488745999263,23.4879076868346,23.2655879395204,-0.327175046790444,-0.558183051746868,-0.0961670418340203,23.5423603164667,-2.88238703167659,-3.75514600387903,0.00691987121437695,0.0219521710313385,0,0
"43","sp|Q9CR62|M2OM_MOUSE Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus OX=10090 GN=Slc25a11 PE=1 SV=3","M2OM_MOUSE","34 kDa",0.999954275,16,NA,"Q9CR62","Slc25a11","Mitochondrial 2-oxoglutarate/malate carrier protein",28.8801455625061,28.9291087479027,28.8103641317567,28.6973815567613,28.9474276907477,28.9594839025038,28.875072273476,28.9141531961813,28.9880673291995,28.9779806004094,28.8846019673425,28.9001147859255,28.7777126042606,28.8041309362995,28.769136163422,28.9948772452873,29.0092762850828,28.9571740706582,28.7119603596885,28.7747509772868,28.6582414149494,28.5863918739144,28.6274243545831,28.4833454772992,28.6057117897399,28.5804386229356,28.5354916544553,28.5938955236944,28.5238029742034,28.5718571379044,28.6667459175181,28.661267134893,28.6942151810988,-0.27475336537367,-0.347746917198225,-0.201759813549114,28.7682348316329,-7.66030146515619,9.68580914261684,8.49965396675678e-09,2.08169491219721e-07,0,0
"44","sp|Q9CZR8|EFTS_MOUSE Elongation factor Ts, mitochondrial OS=Mus musculus OX=10090 GN=Tsfm PE=1 SV=1","EFTS_MOUSE","35 kDa",0.999954075,10,NA,"Q9CZR8","Tsfm","Elongation factor Ts, mitochondrial",23.3022597589334,23.2675988556472,23.2198407068925,23.1698976426849,23.1115488039267,23.4062146760652,23.4759269903568,23.4171535195262,23.2863762693844,23.4790544545633,23.3905009287048,23.5733332793301,23.0019335949283,23.358777837574,23.2432770969929,23.4950816926196,23.4786969611618,23.5422581577341,23.4100708455573,23.4337724900207,23.5122188497572,23.0429643827561,22.9716934047494,23.2005508217405,22.9913647724314,23.2532424188719,23.01182534446,23.1679691188772,23.2705219760336,23.1760209292259,23.1804700371455,23.3611270892836,23.3695154037732,-0.121985431411467,-0.24321759267387,-0.000753270149064025,23.2900927003548,-2.04775245913808,-5.5313781136372,0.0486734830502071,0.105210445785414,0,0
"45","sp|P26039|TLN1_MOUSE Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2","TLN1_MOUSE","270 kDa",0.9999535,61,NA,"P26039","Tln1","Talin-1",25.2877130223977,25.3299505444561,25.6412543233222,25.4602570093013,26.2048750696899,26.131767968885,26.2379912992585,26.2302473604316,25.8191475099008,25.8641909191684,26.0922332640466,26.0720232771652,26.0660863971412,26.3482856550572,26.2019422862435,26.3597432084726,26.39547585463,26.4785869817108,25.9112443312165,25.9947695985438,26.1306970058278,26.7407368853867,26.7383554457503,26.7866821714829,27.1573990207452,27.0928708707918,27.1772208937883,26.5990091717157,26.7454804713078,26.839091243182,26.6800888266039,26.8210519173237,26.8372630161169,0.67114339402562,0.406618517601128,0.935668270450112,26.3173858430625,5.16391000590874,2.45080880851582,1.16844740816993e-05,9.6480371703174e-05,0,0
"46","sp|Q923D2|BLVRB_MOUSE Flavin reductase (NADPH) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=3","BLVRB_MOUSE","22 kDa",0.999953146,6,NA,"Q923D2","Blvrb","Flavin reductase (NADPH)",24.767763534997,24.9274133947591,25.083278930057,24.9187476053694,26.3946741329447,26.4298263902177,26.4144749571382,26.3732620453596,25.2733104227912,25.3228827398255,25.2767205546843,25.1041640714032,25.1466600668353,25.3008484357529,25.2621961139803,25.9051583199061,25.9324116982444,26.047075098062,25.1035880246548,25.1371547836542,25.1324767803197,26.5796357434913,26.6250882420298,26.6497929244423,27.4978016379333,27.4722844534754,27.5177476316009,27.4256467193453,27.4200807772797,27.2919447973792,26.7825331082702,26.6781838337058,26.8398359777381,1.12798255611424,0.619087268952454,1.63687784327602,26.0616564832621,4.51183082395275,0.562683621458687,7.89974909218526e-05,0.000501764282998141,1,1
"47","sp|P63242|IF5A1_MOUSE Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2","IF5A1_MOUSE","17 kDa",0.999952171,6,NA,"P63242","Eif5a","Eukaryotic translation initiation factor 5A-1",24.734068244184,24.9603705488705,24.997244534605,24.6004944430824,24.9563038445768,25.1723973878504,25.3009286256995,24.982276564139,25.0450629026411,25.0179589924125,25.5308398891049,25.4434166994285,25.039360384938,24.9975517995953,25.3306241855013,25.1223915150498,25.2003367957633,25.5156810041236,24.7158994806423,24.2933132050375,25.143907121093,24.8506607006304,25.1490205588729,25.4276573683453,24.9579763416946,25.1529038682491,25.568056138631,25.0614212095016,25.2793413735159,25.3998738056962,24.8550042807678,25.3255785109114,25.4788439773042,0.00244673152809582,-0.20453719327897,0.209430656335161,25.1092959485594,0.0240567545875345,-7.55843838617867,0.980953326435896,0.988133535517511,0,0
"48","sp|P70670|NACAM_MOUSE Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus OX=10090 GN=Naca PE=1 SV=2","NACAM_MOUSE","220 kDa",0.999952099,55,NA,"P70670","Naca","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",26.3128784648257,26.3387122922348,26.6730001636374,26.4260795469625,26.0737532165449,26.0878843296829,26.3295206512798,26.2381198751304,26.2722992347128,26.3066787822738,26.4912825075326,26.3670753980772,26.4539071526001,26.3908905741291,26.5067041715653,26.3001635603794,26.3578854614446,26.4086083405211,26.3107755660014,26.3704709337874,26.4024893041601,26.343112281355,26.3335435148327,26.4115247528025,26.2661841957099,26.1749507298346,26.2223064984809,26.2077280403754,26.209784430793,26.2309214383612,26.5638946141805,26.5335323313079,26.5416997970963,-0.0104412004800096,-0.114271570013575,0.0933891690535555,26.3472230955337,-0.204650764944821,-7.53722670287119,0.839111604143861,0.894845954234597,0,0
"49","sp|P51125|ICAL_MOUSE Calpastatin OS=Mus musculus OX=10090 GN=Cast PE=1 SV=2","ICAL_MOUSE","85 kDa",0.999951683,14,NA,"P51125","Cast","Calpastatin",22.026641411528,21.8382425789645,22.0710581703209,23.3135599967765,21.8494905256519,22.1416896862608,24.5006048012366,23.7017015588862,22.5704391283051,22.2223830617436,22.3738587230584,24.8411204530542,22.1346056121684,22.3434634452298,23.6494749972211,22.1089291996551,22.1792757458123,22.5858706132897,22.0246181067873,22.3024741276151,22.1404303780781,22.7402379255067,22.4310298829889,22.336763220618,22.5190737127986,22.0743109590892,24.301657068712,22.0644243464291,23.142572742903,21.986437304885,21.8353117016098,23.4678493755831,22.2899669978633,-0.181323349300147,-0.7455600583526,0.382913359752306,22.6093808351706,-0.654140814070483,-7.34024061809429,0.517613683364877,0.64229435162065,0,0
"50","sp|Q07076|ANXA7_MOUSE Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2","ANXA7_MOUSE","50 kDa",0.999951513,12,NA,"Q07076","Anxa7","Annexin A7",25.2809951880107,25.2286429878772,25.5008833334705,25.4015770472154,25.3068522187148,25.3276344078298,25.8806669552128,25.5080979433703,25.1737975701484,25.2035332354648,25.7907407042414,25.5417431712555,25.2763422580582,25.2818229433166,25.733291445372,25.0630574223367,25.2439321222549,25.6557099001159,25.054705034673,24.6580461734313,25.3087701457266,25.0819766716353,25.0244029258841,25.7271226385828,24.8655871568483,25.1820545690235,25.6331071824448,24.9882758939043,25.3327510825687,25.4706370355321,24.7860206323552,25.1447009263504,25.422299066676,-0.232376238416819,-0.422593305804817,-0.042159171028821,25.3054478178758,-2.48616285099773,-4.64974230479499,0.0181922644932309,0.0483499169556498,0,0
